bodyPart,equipment,gifUrl,id,name,target,secondaryMuscles/0,secondaryMuscles/1,instructions/0,instructions/1,instructions/2,instructions/3,instructions/4,instructions/5,secondaryMuscles/2,instructions/6,instructions/7,secondaryMuscles/3,instructions/8,secondaryMuscles/4,instructions/9,secondaryMuscles/5,instructions/10
upper arms,body weight,https://v2.exercisedb.io/image/4Vn7cVWMX6SzC6,1771,bodyweight kneeling triceps extension,triceps,shoulders,chest,Kneel down on the ground with your knees hip-width apart.,"Place your hands on the ground in front of you, shoulder-width apart, fingers pointing forward.","Extend your legs straight behind you, balancing on your toes and hands, forming a straight line from head to heels.","Bend your elbows and lower your upper body towards the ground, keeping your elbows close to your sides.","Pause for a moment at the bottom, then push through your hands to straighten your arms and return to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,
upper arms,body weight,https://v2.exercisedb.io/image/S0djC85yaHLxBm,1769,bodyweight side lying biceps curl,biceps,forearms,,Lie on your side with your legs extended and your head supported by your arm.,Hold your upper arm against your side and bend your elbow to curl your forearm towards your shoulder.,"Pause for a moment at the top, then slowly lower your forearm back down to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,,
back,body weight,https://v2.exercisedb.io/image/LayT4WNa4tHO0Q,3168,bodyweight squatting row,upper back,biceps,shoulders,"Stand with your feet shoulder-width apart, holding onto a sturdy object or suspension trainer with your arms extended.","Lower your body into a squat position, keeping your back straight and your knees behind your toes.","From the squat position, pull your body up towards the object or suspension trainer, squeezing your shoulder blades together.","Pause for a moment at the top, then slowly lower your body back down to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
back,body weight,https://v2.exercisedb.io/image/KBeY0ACv0XPQOO,3167,bodyweight squatting row (with towel),upper back,biceps,shoulders,"Stand with your feet shoulder-width apart, holding a towel in front of you with your palms facing down.","Bend your knees and lower your body into a squat position, keeping your back straight and your chest up.","As you lower into the squat, simultaneously pull the towel towards your chest, squeezing your shoulder blades together.","Pause for a moment at the bottom of the squat, then slowly return to the starting position while extending your arms.",Repeat for the desired number of repetitions.,,,,,,,,,,
lower legs,body weight,https://v2.exercisedb.io/image/FwEWEQYUxnabhw,1373,bodyweight standing calf raise,calves,ankles,feet,"Stand with your feet shoulder-width apart, toes pointing forward.",Place your hands on a wall or stable surface for balance.,"Slowly raise your heels off the ground, lifting your body weight onto the balls of your feet.","Pause for a moment at the top, then slowly lower your heels back down to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
back,body weight,https://v2.exercisedb.io/image/M5RCUNf47k7tAy,3156,bodyweight standing close-grip one arm row,upper back,biceps,forearms,"Stand with your feet shoulder-width apart, knees slightly bent, and hold a dumbbell in one hand with a neutral grip.","Bend forward at the hips, keeping your back straight and your core engaged.","Pull the dumbbell up towards your chest, keeping your elbow close to your body and squeezing your shoulder blades together.","Pause for a moment at the top, then slowly lower the dumbbell back down to the starting position.","Repeat for the desired number of repetitions, then switch sides.",,,,,,,,,,
back,body weight,https://v2.exercisedb.io/image/ey7nBdUQPMpPVg,3158,bodyweight standing close-grip row,upper back,biceps,forearms,Stand with your feet shoulder-width apart and knees slightly bent.,"Bend forward at the waist, keeping your back straight and your core engaged.","Extend your arms straight in front of you, gripping the bar or handles with a close grip.","Pull the bar or handles towards your body, squeezing your shoulder blades together.","Pause for a moment at the top of the movement, then slowly release and return to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,
back,body weight,https://v2.exercisedb.io/image/Io3cLSzpCI0L09,3162,bodyweight standing one arm row,upper back,biceps,forearms,"Stand with your feet shoulder-width apart, knees slightly bent, and hold a dumbbell in one hand.","Bend forward at the hips, keeping your back straight and your core engaged.","Let the dumbbell hang straight down in front of you, with your arm fully extended.","Pull the dumbbell up towards your chest, keeping your elbow close to your body.",Squeeze your shoulder blades together at the top of the movement.,Lower the dumbbell back down to the starting position.,,"Repeat for the desired number of repetitions, then switch sides.",,,,,,,
back,body weight,https://v2.exercisedb.io/image/MBXdF5p6kJAhT0,3161,bodyweight standing one arm row (with towel),upper back,biceps,forearms,"Stand with your feet shoulder-width apart, knees slightly bent, and hold a towel with one hand.","Bend forward at the hips, keeping your back straight and your core engaged.","Pull the towel towards your chest, squeezing your shoulder blades together.","Pause for a moment at the top, then slowly lower the towel back to the starting position.","Repeat for the desired number of repetitions, then switch to the other arm.",,,,,,,,,,
back,body weight,https://v2.exercisedb.io/image/ij1CJSBoZWXF-F,3166,bodyweight standing row,upper back,biceps,shoulders,Stand with your feet shoulder-width apart and knees slightly bent.,"Grasp a bar or handles with an overhand grip, palms facing down.",Keep your back straight and core engaged.,"Pull the bar or handles towards your body, squeezing your shoulder blades together.",Pause for a moment at the top of the movement.,Slowly release and extend your arms back to the starting position.,,Repeat for the desired number of repetitions.,,,,,,,
back,body weight,https://v2.exercisedb.io/image/eYrEXv4krQocsU,3165,bodyweight standing row (with towel),upper back,biceps,shoulders,Stand with your feet shoulder-width apart and hold a towel in front of you with both hands.,"Bend your knees slightly and hinge forward at the hips, keeping your back straight.","Pull the towel towards your chest, squeezing your shoulder blades together.","Pause for a moment at the top, then slowly release the tension and return to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
waist,body weight,https://v2.exercisedb.io/image/uJM68uWED8V7eV,0138,bottoms-up,abs,obliques,hip flexors,Lie flat on your back with your legs extended and your arms by your sides.,"Bend your knees and bring them towards your chest, keeping your feet off the ground.","Engaging your abs, lift your hips off the ground, bringing your knees towards your head.","Pause for a moment at the top, then slowly lower your hips back down to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
lower legs,body weight,https://v2.exercisedb.io/image/mrvkxsiMqQrQIu,1374,box jump down with one leg stabilization,calves,quadriceps,hamstrings,Stand in front of a box or platform with your feet shoulder-width apart.,"Bend your knees and jump onto the box, landing softly with one foot on the box and the other foot hanging off the edge.","Stabilize yourself on the box with the foot that is on it, while keeping the other foot off the ground.","Hold this position for a few seconds, engaging your calf muscles to maintain balance.","Slowly step down with the foot that is on the box, returning to the starting position.",Repeat the exercise with the other leg.,glutes,,,,,,,,
waist,body weight,https://v2.exercisedb.io/image/0FyhwtAAGu3bx0,2466,bridge - mountain climber (cross body),abs,glutes,quadriceps,Start in a high plank position with your hands directly under your shoulders and your body in a straight line.,"Engage your core and lift your right foot off the ground, bringing your right knee towards your left elbow.",Return your right foot to the starting position and repeat the movement with your left foot towards your right elbow.,"Continue alternating sides, moving at a controlled pace.",Keep your hips level and avoid lifting your hips too high or sagging them too low.,Maintain a steady breathing pattern throughout the exercise.,hamstrings,Repeat for the desired number of repetitions.,,shoulders,,triceps,,,
cardio,body weight,https://v2.exercisedb.io/image/Ouk-Qv9vZOZdwd,1160,burpee,cardiovascular system,quadriceps,hamstrings,Start in a standing position with your feet shoulder-width apart.,Lower your body into a squat position by bending your knees and placing your hands on the floor in front of you.,Kick your feet back into a push-up position.,"Perform a push-up, keeping your body in a straight line.",Jump your feet back into the squat position.,"Jump up explosively, reaching your arms overhead.",calves,Land softly and immediately lower back into a squat position to begin the next repetition.,,shoulders,,chest,,,
waist,body weight,https://v2.exercisedb.io/image/IYMUYnpeGnvTIw,0870,butt-ups,abs,hip flexors,lower back,Lie flat on your back with your knees bent and feet flat on the ground.,"Place your hands by your sides, palms facing down.","Engaging your abs, lift your legs off the ground, bringing your knees towards your chest.","At the top of the movement, squeeze your abs and pause for a moment.",Slowly lower your legs back down to the starting position.,Repeat for the desired number of repetitions.,,,,,,,,,
upper legs,body weight,https://v2.exercisedb.io/image/SniB2xypgLYKsv,1494,butterfly yoga pose,adductors,hamstrings,groin,Sit on the floor with your legs extended in front of you.,"Bend your knees and bring the soles of your feet together, allowing your knees to fall out to the sides.",Hold onto your ankles or feet with your hands.,Sit up tall and lengthen your spine.,"Gently press your knees down towards the floor, feeling a stretch in your inner thighs.",Hold this position for a few breaths.,,"To release, slowly bring your knees back up and extend your legs.",,,,,,,
shoulders,cable,https://v2.exercisedb.io/image/IMSRVkItaqhhvy,0148,cable alternate shoulder press,delts,triceps,upper back,Stand with your feet shoulder-width apart and grasp the handles of the cable machine with an overhand grip.,"Position your hands at shoulder height, with your palms facing forward.",Keep your core engaged and your back straight.,Press one handle up and forward until your arm is fully extended.,"Pause for a moment at the top, then slowly lower the handle back to the starting position.",Repeat with the other arm.,,Alternate between arms for the desired number of repetitions.,,,,,,,
upper arms,cable,https://v2.exercisedb.io/image/sCTBtuEexFlLER,0149,cable alternate triceps extension,triceps,shoulders,,Stand facing the cable machine with your feet shoulder-width apart.,Hold the cable handle with your right hand and bring your arm up so that your upper arm is parallel to the ground and your elbow is bent at a 90-degree angle.,"Keep your upper arm stationary and extend your forearm backward, fully straightening your arm.","Pause for a moment, then slowly return to the starting position.",Repeat with your left arm.,Continue alternating arms for the desired number of repetitions.,,,,,,,,,
upper legs,cable,https://v2.exercisedb.io/image/e0QvkFiM7qoEJy,3235,cable assisted inverse leg curl,hamstrings,glutes,calves,Adjust the cable machine so that the ankle attachment is at the lowest setting.,Lie face down on the bench with your legs straight and the ankle attachment secured to your ankles.,Hold onto the handles of the bench for stability.,"Keeping your upper body stationary, exhale and curl your legs up towards your glutes by flexing your knees.","Pause for a moment at the top of the movement, squeezing your hamstrings.",Inhale and slowly lower your legs back to the starting position.,,Repeat for the desired number of repetitions.,,,,,,,
back,cable,https://v2.exercisedb.io/image/O79Pz2fE2aSYui,0150,cable bar lateral pulldown,lats,biceps,rhomboids,Adjust the cable pulley to a high position and attach a straight bar.,Sit facing the cable machine with your feet flat on the ground and your knees slightly bent.,"Grasp the bar with an overhand grip, slightly wider than shoulder-width apart.","Lean back slightly and keep your chest up, maintaining a slight arch in your lower back.","Pull the bar down towards your chest, leading with your elbows and squeezing your shoulder blades together.","Pause for a moment at the bottom of the movement, then slowly return the bar to the starting position.",rear deltoids,Repeat for the desired number of repetitions.,,,,,,,
chest,cable,https://v2.exercisedb.io/image/2uXF8OdavonMkj,0151,cable bench press,pectorals,triceps,shoulders,Adjust the cable machine to chest height and attach the handles.,Stand facing away from the machine with your feet shoulder-width apart.,Grasp the handles with an overhand grip and step forward to create tension in the cables.,Position your feet firmly on the ground and engage your core.,"Bend your elbows and bring your hands to shoulder level, keeping your elbows at a 90-degree angle.","Push the handles forward, extending your arms fully in front of you.",,"Pause for a moment, then slowly reverse the movement, bringing your hands back to shoulder level.",Repeat for the desired number of repetitions.,,,,,,
upper arms,cable,https://v2.exercisedb.io/image/XHUWhaD09LoFip,1630,cable close grip curl,biceps,forearms,,Attach a straight bar to a low pulley cable machine.,Stand facing the machine with your feet shoulder-width apart and your knees slightly bent.,"Grasp the bar with an underhand grip, hands shoulder-width apart.",Keep your elbows close to your sides and your upper arms stationary throughout the exercise.,"Exhale and curl the bar up towards your shoulders, contracting your biceps.","Pause for a moment at the top of the movement, squeezing your biceps.",,"Inhale and slowly lower the bar back to the starting position, fully extending your arms.",Repeat for the desired number of repetitions.,,,,,,
upper arms,cable,https://v2.exercisedb.io/image/TQNIGg5vrV9A8s,1631,cable concentration curl,biceps,forearms,,Sit on a bench or chair with your feet flat on the floor and your knees slightly bent.,Hold the cable handle with an underhand grip and rest your elbow against the inside of your thigh.,"Keeping your upper arm stationary, exhale and curl the cable handle towards your shoulder while contracting your biceps.","Pause for a moment at the top of the movement, then inhale and slowly lower the cable handle back to the starting position.","Repeat for the desired number of repetitions, then switch arms.",,,,,,,,,,
upper arms,cable,https://v2.exercisedb.io/image/UmW5vOU7ihcpPY,0152,cable concentration extension (on knee),triceps,forearms,,Sit on a bench or chair with your knees bent and feet flat on the ground.,Hold the cable handle with your right hand and place your elbow on the inside of your right knee.,"Extend your arm fully, keeping your elbow stationary and close to your knee.","Pause for a moment at the top, then slowly lower your arm back to the starting position.","Repeat for the desired number of repetitions, then switch sides.",,,,,,,,,,
back,cable,https://v2.exercisedb.io/image/a0Lb6fD4nq-Hq4,0153,cable cross-over lateral pulldown,lats,biceps,rhomboids,Attach a cable handle to each side of a cable machine at shoulder height.,Stand in the middle of the machine with your feet shoulder-width apart.,Grasp the handles with an overhand grip and step back to create tension in the cables.,"Lean forward slightly from the hips, keeping your back straight and your chest up.","Pull the handles down and across your body, squeezing your shoulder blades together.","Pause for a moment at the bottom of the movement, then slowly return to the starting position.",rear deltoids,Repeat for the desired number of repetitions.,,,,,,,
shoulders,cable,https://v2.exercisedb.io/image/KdW6-c9-p7cxZy,0154,cable cross-over revers fly,delts,rhomboids,trapezius,Attach a D-handle to each low pulley cable and stand in the middle of the cable crossover machine.,"Grasp the handles with a pronated grip (palms facing down) and take a step forward, positioning your feet shoulder-width apart.","Bend your knees slightly and lean forward at the waist, keeping your back straight and your abs engaged.","With your arms extended out to the sides and slightly bent at the elbows, exhale and squeeze your shoulder blades together as you pull the cables back and upward in a reverse fly motion.","Pause for a moment at the peak contraction, then inhale and slowly return to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,
chest,cable,https://v2.exercisedb.io/image/s-NbL1VebMPOzP,0155,cable cross-over variation,pectorals,deltoids,triceps,Adjust the cable pulleys to chest height.,Stand in the center of the cable machine with one foot in front of the other.,Grasp the handles with your palms facing down and your arms extended out to the sides.,"Take a step forward, keeping your arms slightly bent.","With a slight bend in your elbows, bring your hands together in front of your chest.","Pause for a moment, then slowly return your arms back to the starting position.",,Repeat for the desired number of repetitions.,,,,,,,
upper arms,cable,https://v2.exercisedb.io/image/Ukb5KZlYsFjKQX,0868,cable curl,biceps,forearms,,Stand facing the cable machine with your feet shoulder-width apart.,"Grasp the cable attachment with an underhand grip, palms facing up.",Keep your elbows close to your sides and your upper arms stationary.,"Exhale and curl the cable attachment towards your shoulders, contracting your biceps.","Pause for a moment at the top of the movement, squeezing your biceps.",Inhale and slowly lower the cable attachment back to the starting position.,,Repeat for the desired number of repetitions.,,,,,,,
upper legs,cable,https://v2.exercisedb.io/image/TOc7QmfU9YINLX,0157,cable deadlift,glutes,hamstrings,quadriceps,Stand facing the cable machine with your feet shoulder-width apart.,"Bend at the hips and knees, lowering your torso until your back is parallel to the ground.","Grasp the cable handles with an overhand grip, keeping your arms straight and your shoulders back.","Engage your glutes and hamstrings to lift the cable handles, extending your hips and standing up straight.","Pause for a moment at the top, then slowly lower the cable handles back down to the starting position.",Repeat for the desired number of repetitions.,lower back,,,,,,,,
chest,cable,https://v2.exercisedb.io/image/AVDSKvlOvuyT8U,0158,cable decline fly,pectorals,shoulders,triceps,Adjust the cable machine to a decline position.,Stand facing away from the machine with your feet shoulder-width apart.,Hold the handles with your palms facing forward and your arms extended straight out in front of you.,"Keeping a slight bend in your elbows, open your arms out to the sides in a controlled motion.","Pause for a moment at the fully extended position, then slowly return to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,
chest,cable,https://v2.exercisedb.io/image/RBUg3Mv24MLT8s,1260,cable decline one arm press,pectorals,triceps,shoulders,Adjust the cable machine to a decline position.,Stand facing away from the machine and grab the handle with one hand.,Position yourself with your back against the decline bench and your arm extended straight in front of you.,Bend your elbow and lower the handle towards your chest while keeping your upper arm stationary.,"Pause for a moment at the bottom, then push the handle back up to the starting position.","Repeat for the desired number of repetitions, then switch arms.",,,,,,,,,
chest,cable,https://v2.exercisedb.io/image/amY2w5kKBmx-tF,1261,cable decline press,pectorals,triceps,shoulders,Adjust the cable machine to a decline position.,Sit on the decline bench facing the cable machine.,Grasp the handles with an overhand grip and position them at chest level.,Keep your feet flat on the ground and your back firmly against the bench.,"Exhale and push the handles away from your body, extending your arms fully.","Pause for a moment at the end of the movement, squeezing your chest muscles.",,Inhale and slowly return the handles back to the starting position.,Repeat for the desired number of repetitions.,,,,,,
back,cable,https://v2.exercisedb.io/image/Hb7n7yJ8nfUiWz,0159,cable decline seated wide-grip row,upper back,biceps,forearms,Sit on the decline bench facing the cable machine with your feet securely placed on the footrests.,"Grasp the cable attachment with a wide overhand grip, palms facing down.","Lean back slightly, keeping your back straight and your core engaged.","Pull the cable towards your lower chest, squeezing your shoulder blades together.","Pause for a moment at the peak of the contraction, then slowly release the cable back to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,
upper arms,cable,https://v2.exercisedb.io/image/PHiIpO3Ljelg9O,1632,cable drag curl,biceps,forearms,,Stand facing a cable machine with your feet shoulder-width apart.,"Grasp the cable attachment with an underhand grip, palms facing up, and arms fully extended.","Keeping your upper arms stationary, exhale and curl the cable attachment towards your shoulders by contracting your biceps.","Pause for a moment at the top of the movement, squeezing your biceps.","Inhale and slowly lower the cable attachment back to the starting position, fully extending your arms.",Repeat for the desired number of repetitions.,,,,,,,,,
back,cable,https://v2.exercisedb.io/image/kg0qvVh1hK8mMN,0160,cable floor seated wide-grip row,upper back,biceps,forearms,Sit on the floor with your legs extended and your back straight.,Attach a cable handle to a low pulley and position the cable machine behind you.,"Grasp the handle with a wide overhand grip, palms facing down.","Lean back slightly, keeping your back straight and your chest lifted.","Pull the handle towards your waist, squeezing your shoulder blades together.","Pause for a moment at the top of the movement, then slowly release the handle back to the starting position.",,Repeat for the desired number of repetitions.,,,,,,,
shoulders,cable,https://v2.exercisedb.io/image/h5FphLQgmirb6z,0161,cable forward raise,delts,triceps,forearms,Stand with your feet shoulder-width apart and your knees slightly bent.,"Hold the cable handle with an overhand grip, palms facing down, and your arms fully extended in front of you.","Keeping your arms straight, raise the cable handle up to shoulder level.","Pause for a moment at the top, then slowly lower the cable handle back down to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
shoulders,cable,https://v2.exercisedb.io/image/2ERopO9DIAbDQm,0162,cable front raise,delts,triceps,forearms,Stand with your feet shoulder-width apart and grasp the cable handle with an overhand grip.,Keep your back straight and your core engaged.,"Raise the cable handle in front of you, keeping your arms straight and your palms facing down.",Continue lifting until your arms are parallel to the floor.,"Pause for a moment at the top, then slowly lower the cable handle back to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,
shoulders,cable,https://v2.exercisedb.io/image/zhGtvXx-D4D2BX,0164,cable front shoulder raise,delts,trapezius,biceps,Stand with your feet shoulder-width apart and grasp the cable handle with an overhand grip.,Keep your back straight and your core engaged.,"Raise the cable handle in front of you, keeping your arms straight and your palms facing down.",Continue lifting until your arms are parallel to the floor.,"Pause for a moment at the top, then slowly lower the cable handle back to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,
upper arms,cable,https://v2.exercisedb.io/image/g-7c8bVnzMjjp2,0165,cable hammer curl (with rope),biceps,forearms,,Stand upright with your feet shoulder-width apart and a slight bend in your knees.,"Hold the cable rope attachment with an underhand grip, palms facing each other, and your arms fully extended.","Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps.",Continue to raise the cable rope attachment until your biceps are fully contracted and the rope is at shoulder level.,Hold the contracted position for a brief pause as you squeeze your biceps.,Inhale and slowly begin to lower the cable rope attachment back to the starting position.,,Repeat for the desired number of repetitions.,,,,,,,
upper arms,cable,https://v2.exercisedb.io/image/kqNwOIpWuuz7Qb,1722,cable high pulley overhead tricep extension,triceps,shoulders,,Attach a rope to a high pulley and stand facing away from the machine.,Grasp the rope with both hands and extend your arms overhead.,Keep your elbows close to your head and your upper arms stationary.,Slowly lower the rope behind your head by bending your elbows.,"Pause for a moment, then extend your arms back to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,
back,cable,https://v2.exercisedb.io/image/G59DE5biIpGLyy,0167,cable high row (kneeling),upper back,biceps,shoulders,Attach a straight bar to a cable machine at chest height.,"Kneel down in front of the cable machine and grab the bar with an overhand grip, hands shoulder-width apart.","Sit back on your heels, keeping your back straight and your core engaged.","Pull the bar towards your upper abdomen, squeezing your shoulder blades together.","Pause for a moment at the top of the movement, then slowly release the bar back to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,
upper legs,cable,https://v2.exercisedb.io/image/VDAGJ-0W91XBak,0168,cable hip adduction,adductors,glutes,quadriceps,Attach the ankle cuff to your ankle and stand facing the cable machine.,Position yourself far enough away from the machine so that there is tension on the cable.,Place your hands on the machine for support.,"Keeping your leg straight, slowly move your leg across your body towards the midline.","Pause for a moment at the end of the movement, then slowly return to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,
chest,cable,https://v2.exercisedb.io/image/TKCqZA16U3y4ga,0169,cable incline bench press,pectorals,deltoids,triceps,Adjust the bench to a 45-degree incline.,Attach the cable handles to the high pulleys.,Sit on the bench facing the cable machine with your feet flat on the ground.,Grasp the handles with an overhand grip and bring them to shoulder height.,Push the handles forward and upward until your arms are fully extended.,"Pause for a moment, then slowly lower the handles back to the starting position.",,Repeat for the desired number of repetitions.,,,,,,,
back,cable,https://v2.exercisedb.io/image/tbnv26c7Q8idH2,1318,cable incline bench row,upper back,biceps,rear deltoids,Set up an incline bench at a 45-degree angle and attach a cable handle to the low pulley.,Sit on the bench facing the cable machine with your feet flat on the floor and your knees slightly bent.,Grasp the cable handle with an overhand grip and extend your arms fully in front of you.,Lean forward from your hips while keeping your back straight and your core engaged.,Pull the cable handle towards your chest by retracting your shoulder blades and bending your elbows.,"Squeeze your back muscles at the top of the movement, then slowly extend your arms back to the starting position.",,Repeat for the desired number of repetitions.,,,,,,,
chest,cable,https://v2.exercisedb.io/image/JvUHBd-U-zIVJ7,0171,cable incline fly,pectorals,deltoids,triceps,Adjust the cable machine to a low position and attach the handles.,Sit on an incline bench with your back against the pad and feet flat on the floor.,Grasp the handles with an overhand grip and extend your arms straight out in front of you.,"Keeping a slight bend in your elbows, open your arms out to the sides in a controlled motion.","Pause for a moment at the fully extended position, then slowly return to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,
chest,cable,https://v2.exercisedb.io/image/fBp1yTRhMCj3Xb,0170,cable incline fly (on stability ball),pectorals,deltoids,triceps,Set up a stability ball at an incline angle.,Attach the cable handles to the high pulleys of a cable machine.,"Sit on the stability ball facing away from the machine, with your feet firmly planted on the ground.","Grasp the cable handles with an overhand grip, palms facing forward.","Lean forward slightly, keeping your back straight and core engaged.","With a controlled motion, bring your arms out to the sides, keeping a slight bend in your elbows.",,Continue the motion until your arms are parallel to the ground.,"Pause for a moment, then slowly return to the starting position.",,Repeat for the desired number of repetitions.,,,,
back,cable,https://v2.exercisedb.io/image/e2RzW65bY1K32z,0172,cable incline pushdown,lats,triceps,shoulders,Attach a straight bar to a high pulley cable machine.,Stand facing away from the machine with your feet shoulder-width apart.,"Grasp the bar with an overhand grip, hands slightly wider than shoulder-width apart.",Lean forward slightly and keep your back straight.,Pull the bar down towards your thighs by extending your elbows.,"Pause for a moment at the bottom, then slowly return the bar to the starting position.",,Repeat for the desired number of repetitions.,,,,,,,
upper arms,cable,https://v2.exercisedb.io/image/1Ky1HstESeAOiy,0173,cable incline triceps extension,triceps,shoulders,,Adjust the cable machine to a low pulley position.,Attach a straight bar to the cable.,Stand facing away from the machine with your feet shoulder-width apart.,Grasp the bar with an overhand grip and extend your arms straight overhead.,"Lean forward slightly, keeping your back straight and core engaged.","Bend your elbows and lower the bar behind your head, keeping your upper arms close to your ears.",,"Pause for a moment, then extend your arms back to the starting position.",Repeat for the desired number of repetitions.,,,,,,
waist,cable,https://v2.exercisedb.io/image/ZkYZz6-d1-rYaf,0174,cable judo flip,abs,obliques,shoulders,Stand facing the cable machine with your feet shoulder-width apart.,"Hold the cable handle with both hands at chest level, palms facing down.","Engage your core and rotate your torso to the right, pulling the cable across your body.","As you rotate, pivot your back foot and allow your hips to rotate naturally.",Extend your arms fully and finish the movement by flipping the cable handle over your shoulder.,"Return to the starting position by reversing the movement, rotating your torso back to the center.",,Repeat the movement on the opposite side.,Continue alternating sides for the desired number of repetitions.,,,,,,
upper arms,cable,https://v2.exercisedb.io/image/a7YHBm5joYAXci,0860,cable kickback,triceps,shoulders,,Stand facing a cable machine with your feet shoulder-width apart.,Hold the cable handle with your right hand and step back to create tension in the cable.,"Bend your knees slightly and hinge forward at the hips, keeping your back straight.",Keep your upper arm close to your body and your elbow bent at a 90-degree angle.,"Extend your forearm backward, straightening your arm fully.","Pause for a moment, then slowly return to the starting position.",,"Repeat for the desired number of repetitions, then switch sides.",,,,,,,
waist,cable,https://v2.exercisedb.io/image/a8SRr4VXl9wFUM,0175,cable kneeling crunch,abs,obliques,,Attach a rope handle to a high pulley and kneel down facing away from the machine.,"Hold the rope handle with both hands and place it behind your head, keeping your elbows out to the sides.","Keeping your hips stationary, flex your waist and crunch your torso down towards your thighs.","Pause for a moment at the bottom, then slowly return to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
shoulders,cable,https://v2.exercisedb.io/image/edsASaw9YEWbYK,3697,cable kneeling rear delt row (with rope) (male),delts,trapezius,rhomboids,Attach a rope handle to a low cable pulley and kneel down facing the machine.,Grasp the rope with a neutral grip (palms facing each other) and extend your arms fully in front of you.,"Keeping your back straight and core engaged, pull the rope towards your body by retracting your shoulder blades.",Squeeze your shoulder blades together at the end of the movement and hold for a brief pause.,Slowly release the tension and return to the starting position.,Repeat for the desired number of repetitions.,biceps,,,,,,,,
upper arms,cable,https://v2.exercisedb.io/image/wKjk3-48YkKQ5z,0176,cable kneeling triceps extension,triceps,shoulders,,Attach a rope handle to a high pulley and kneel down facing the cable machine.,Grasp the rope with a neutral grip (palms facing each other) and bring your hands to the sides of your head.,Keep your elbows close to your head and your upper arms stationary throughout the exercise.,Extend your forearms by contracting your triceps until your arms are fully extended.,"Pause for a moment, then slowly return to the starting position by bending your elbows.",Repeat for the desired number of repetitions.,,,,,,,,,
back,cable,https://v2.exercisedb.io/image/hGLO2Ors0AWVCf,2330,cable lat pulldown full range of motion,lats,biceps,rhomboids,Sit on the lat pulldown machine with your knees positioned under the pads.,"Grasp the cable bar with an overhand grip, slightly wider than shoulder-width apart.","Lean back slightly and keep your chest up, maintaining a slight arch in your lower back.","Pull the bar down towards your upper chest, squeezing your shoulder blades together.","Pause for a moment at the bottom of the movement, then slowly release the bar back to the starting position.",Repeat for the desired number of repetitions.,rear deltoids,,,,,,,,
back,cable,https://v2.exercisedb.io/image/MSHZpHiRJDtr-i,0177,cable lateral pulldown (with rope attachment),lats,biceps,forearms,Attach a rope attachment to the cable machine at a high position.,Stand facing the machine with your feet shoulder-width apart.,"Grasp the rope with an overhand grip, palms facing each other.",Keep your back straight and lean slightly back.,"Pull the rope down towards your sides, squeezing your shoulder blades together.",Pause for a moment at the bottom of the movement.,,Slowly release the tension and allow the rope to return to the starting position.,Repeat for the desired number of repetitions.,,,,,,
back,cable,https://v2.exercisedb.io/image/HBXFSnl0OW6Cxj,2616,cable lateral pulldown with v-bar,lats,biceps,forearms,Sit down on the cable pulldown machine and grab the v-bar attachment with an overhand grip.,Adjust the knee pad so that your thighs are secured under it.,Keep your back straight and lean back slightly.,Pull the v-bar down towards your upper chest while keeping your elbows close to your body.,Squeeze your back muscles at the bottom of the movement.,Slowly return the v-bar to the starting position and repeat for the desired number of repetitions.,,,,,,,,,
shoulders,cable,https://v2.exercisedb.io/image/0-xKqGb12dI3XL,0178,cable lateral raise,delts,traps,triceps,Stand with your feet shoulder-width apart and grasp the cable handles with an overhand grip.,Keep your arms straight and your core engaged.,Raise your arms out to the sides until they are parallel to the floor.,"Pause for a moment at the top, then slowly lower your arms back down to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
chest,cable,https://v2.exercisedb.io/image/J0kihnJtvY3fia,0179,cable low fly,pectorals,deltoids,triceps,Attach the handles to the low pulleys of a cable machine and select an appropriate weight.,Stand in the middle of the machine with your feet shoulder-width apart and a slight bend in your knees.,"Grasp the handles with an overhand grip and extend your arms out to the sides, keeping a slight bend in your elbows.","Maintaining control, slowly bring your arms forward in a sweeping motion, crossing them in front of your body.","Pause for a moment at the peak of the movement, feeling the stretch in your chest muscles.","Reverse the motion and slowly return your arms to the starting position, keeping tension on your chest muscles throughout.",,Repeat for the desired number of repetitions.,,,,,,,
